43 101 
 -50.0 -49.0 -48.0 -47.0 -46.0 -45.0 -44.0 -43.0 -42.0 -41.0 -40.0 -39.0 -38.0 -37.0 -36.0 -35.0 -34.0 -33.0 -32.0 -31.0 -30.0 -29.0 -28.0 -27.0 -26.0 -25.0 -24.0 -23.0 -22.0 -21.0 -20.0 -19.0 -18.0 -17.0 -16.0 -15.0 -14.0 -13.0 -12.0 -11.0 -10.0 -9.0 -8.0 -7.0 -6.0 -5.0 -4.0 -3.0 -2.0 -1.0 0.0 1.0 2.0 3.0 4.0 5.0 6.0 7.0 8.0 9.0 10.0 11.0 12.0 13.0 14.0 15.0 16.0 17.0 18.0 19.0 20.0 21.0 22.0 23.0 24.0 25.0 26.0 27.0 28.0 29.0 30.0 31.0 32.0 33.0 34.0 35.0 36.0 37.0 38.0 39.0 40.0 41.0 42.0 43.0 44.0 45.0 46.0 47.0 48.0 49.0 50.0
 -21.0   -4.559994165180713e-06  -4.7620522536990665e-06  -4.752336873122957e-06  -5.054301751376339e-06  -4.8045267906739124e-06  -4.080953406844645e-06  -4.045298588450667e-06  -4.0874032301568376e-06  -3.687874674910671e-06  -3.0660580664574294e-06  -2.58106805113275e-06  -2.012137826239325e-06  -1.2885345894922566e-06  -1.1387972576220484e-06  -7.800855327269008e-07  -7.145149281160196e-07  -4.1571894543033943e-07  -2.092948271774592e-07  -1.1519967844286354e-07  -2.195947611337342e-07  -2.3338302557187123e-07  -2.0217072659544513e-07  -4.724248322972274e-07  -5.444891236901239e-07  -5.410455284094033e-07  -1.4773729075815716e-07  2.3153225260291834e-07  9.767495510008345e-07  1.6668292886493043e-06  1.980303524954949e-06  2.5313461558089423e-06  2.8212021824901617e-06  2.9842174271774864e-06  3.015538245594611e-06  2.857953335945051e-06  2.1905067512043383e-06  2.0516723243172085e-06  1.7513705519035227e-06  1.4028624190064958e-06  1.2765504002801848e-06  8.895895877310569e-07  6.110103033672482e-07  3.8153891386369545e-07  -2.3301532404337823e-07  -7.73917582853218e-07  -6.405752043044033e-07  -7.567157325250975e-07  -5.470222498272082e-07  -4.501971919803451e-08  7.117133253879765e-07  6.624705909744932e-07  5.084839341214525e-07  3.2065251732794254e-07  2.1114025869617968e-09  -2.6527496474486456e-09  1.1015417347940347e-07  3.849153827843301e-07  4.567916189624122e-07  1.7961791435732354e-07  6.339448818111403e-07  1.1682234674306409e-06  1.1041429200157936e-06  1.1645749302276587e-06  1.6443924089729237e-06  1.6730393582810493e-06  1.6249882492266685e-06  1.3025640028214181e-06  1.2486631865110523e-06  1.1181655086055834e-06  5.110783358495007e-07  1.1048291075562773e-07  8.872341657173524e-08  -3.976613580281114e-08  2.5329364839160105e-09  1.6014833126341522e-07  4.471646107058221e-07  7.532506451803146e-07  1.0705535231339314e-06  1.3609520366953527e-06  1.6215096189767721e-06  2.0371890829665626e-06  2.2064440315923178e-06  2.1299649660617035e-06  1.4046815403098106e-06  1.1580699901989894e-06  5.31821732028028e-07  3.1475577202882925e-07  1.3697222917067097e-07  2.0053073014889448e-07  6.117896563706945e-07  8.609047392100053e-07  3.4620754623837097e-07  -4.797097957113845e-07  -1.182230769444889e-06  -1.2620067296325692e-06  -1.583943190434995e-06  -2.1525949082464587e-06  -2.8587558939284197e-06  -3.458719343984738e-06  -4.014124513945245e-06  -4.634505709630459e-06
 -20.0   -4.4831765470937855e-06  -4.685234635612138e-06  -4.675519255036028e-06  -4.977484133289411e-06  -4.727709172586986e-06  -4.004135788757717e-06  -3.968480970363739e-06  -4.01058561206991e-06  -3.6110570568237435e-06  -2.9892404483705023e-06  -2.5042504330458223e-06  -1.935320208152397e-06  -1.211716971405329e-06  -1.061979639535121e-06  -7.032679146399732e-07  -6.37697310029092e-07  -3.3890132734341187e-07  -1.3247720909053162e-07  -3.8382060355935935e-08  -1.4277714304680662e-07  -1.5656540748494361e-07  -1.2535310850851752e-07  -3.9560721421029974e-07  -4.676715056031964e-07  -4.6422791032247567e-07  -7.091967267122956e-08  3.0834987068984596e-07  1.053567169087762e-06  1.7436469067362317e-06  2.0571211430418764e-06  2.6081637738958704e-06  2.8980198005770893e-06  3.0610350452644144e-06  3.0923558636815387e-06  2.934770954031978e-06  2.2673243692912655e-06  2.128489942404136e-06  1.8281881699904503e-06  1.4796800370934234e-06  1.3533680183671122e-06  9.664072058179845e-07  6.878279214541756e-07  4.58356531950623e-07  -1.5619770595645065e-07  -6.970999647662904e-07  -5.637575862174757e-07  -6.7989811443817e-07  -4.702046317402806e-07  3.179789888889309e-08  7.88530943474904e-07  7.392882090614209e-07  5.8530155220838e-07  3.9747013541487016e-07  7.892902067388939e-08  7.416486843947896e-08  1.8697179156633107e-07  4.6173300087125764e-07  5.336092370493398e-07  2.5643553244425113e-07  7.107624998980679e-07  1.2450410855175683e-06  1.1809605381027212e-06  1.2413925483145863e-06  1.7212100270598511e-06  1.749856976367977e-06  1.7018058673135961e-06  1.3793816209083455e-06  1.32548080459798e-06  1.1949831266925108e-06  5.878959539364283e-07  1.8730052884255532e-07  1.6554103465866286e-07  3.705148228411647e-08  7.93505545708436e-08  2.3696594935034284e-07  5.239822287927497e-07  8.300682632672422e-07  1.1473711412208588e-06  1.4377696547822803e-06  1.6983272370636995e-06  2.11400670105349e-06  2.2832616496792454e-06  2.2067825841486307e-06  1.4814991583967382e-06  1.234887608285917e-06  6.086393501149554e-07  3.9157339011575687e-07  2.1378984725759859e-07  2.773483482358221e-07  6.886072744576221e-07  9.377223572969328e-07  4.2302516432529853e-07  -4.02892177624457e-07  -1.1054131513579614e-06  -1.1851891115456416e-06  -1.5071255723480674e-06  -2.075777290159531e-06  -2.7819382758414917e-06  -3.381901725897811e-06  -3.937306895858318e-06  -4.5576880915435306e-06
 -19.0   -4.383881033908656e-06  -4.585939122427009e-06  -4.5762237418509e-06  -4.878188620104281e-06  -4.628413659401856e-06  -3.904840275572589e-06  -3.869185457178611e-06  -3.9112900988847806e-06  -3.511761543638614e-06  -2.8899449351853733e-06  -2.404954919860694e-06  -1.8360246949672679e-06  -1.1124214582202002e-06  -9.626841263499922e-07  -6.039724014548443e-07  -5.384017968439631e-07  -2.3960581415828295e-07  -3.3181695905402726e-08  6.091345282919293e-08  -4.348162986167773e-08  -5.726989429981475e-08  -2.6057595323388647e-08  -2.963117010251709e-07  -3.6837599241806744e-07  -3.6493239713734675e-07  2.837584051389932e-08  4.076453838749748e-07  1.1528626822728909e-06  1.8429424199213605e-06  2.1564166562270058e-06  2.7074592870809994e-06  2.997315313762218e-06  3.160330558449544e-06  3.1916513768666677e-06  3.0340664672171067e-06  2.3666198824763945e-06  2.227785455589265e-06  1.9274836831755793e-06  1.5789755502785524e-06  1.4526635315522412e-06  1.0657027190031133e-06  7.871234346393046e-07  5.576520451357519e-07  -5.690219277132175e-08  -5.978044515811616e-07  -4.6446207303234683e-07  -5.80602601253041e-07  -3.7090911855515175e-07  1.3109341207402198e-07  8.878264566600329e-07  8.385837222465497e-07  6.84597065393509e-07  4.96765648599999e-07  1.7822453385901827e-07  1.7346038162460784e-07  2.8626730475145994e-07  5.610285140563866e-07  6.329047502344687e-07  3.5573104562938005e-07  8.100580130831969e-07  1.3443365987026972e-06  1.2802560512878501e-06  1.3406880614997153e-06  1.82050554024498e-06  1.8491524895531059e-06  1.801101380498725e-06  1.4786771340934745e-06  1.424776317783109e-06  1.2942786398776398e-06  6.871914671215572e-07  2.865960420276842e-07  2.648365478437917e-07  1.3634699546924535e-07  1.786460677559725e-07  3.362614625354717e-07  6.232777419778785e-07  9.293637764523711e-07  1.2466666544059878e-06  1.5370651679674093e-06  1.7976227502488285e-06  2.213302214238619e-06  2.3825571628643744e-06  2.3060780973337597e-06  1.5807946715818672e-06  1.3341831214710458e-06  7.079348633000844e-07  4.908689033008858e-07  3.1308536044272746e-07  3.7664386142095096e-07  7.87902787642751e-07  1.0370178704820617e-06  5.223206775104275e-07  -3.035966644393281e-07  -1.0061176381728324e-06  -1.0858935983605126e-06  -1.4078300591629384e-06  -1.976481776974402e-06  -2.6826427626563627e-06  -3.282606212712682e-06  -3.83801138267319e-06  -4.458392578358401e-06
 -18.0   -4.26116273405101e-06  -4.463220822569362e-06  -4.453505441993253e-06  -4.755470320246634e-06  -4.50569535954421e-06  -3.782121975714942e-06  -3.746467157320964e-06  -3.7885717990271338e-06  -3.3890432437809673e-06  -2.767226635327726e-06  -2.2822366200030466e-06  -1.713306395109621e-06  -9.897031583625532e-07  -8.399658264923452e-07  -4.812541015971974e-07  -4.156834969863162e-07  -1.1688751430063607e-07  8.953660395224419e-08  1.8363175268683984e-07  7.923666999596917e-08  6.544840555783217e-08  9.666070453425827e-08  -1.73593401167524e-07  -2.4565769256042054e-07  -2.4221409727969984e-07  1.5109414037154623e-07  5.303636837326218e-07  1.2755809821305377e-06  1.9656607197790077e-06  2.2791349560846526e-06  2.830177586938646e-06  3.120033613619865e-06  3.2830488583071906e-06  3.3143696767243145e-06  3.156784767074754e-06  2.4893381823340417e-06  2.350503755446912e-06  2.0502019830332265e-06  1.7016938501361992e-06  1.575381831409888e-06  1.1884210188607603e-06  9.098417344969514e-07  6.803703449933988e-07  6.581610708632515e-08  -4.7508615172351465e-07  -3.417437731746999e-07  -4.5788430139539414e-07  -2.4819081869750485e-07  2.5381171193166894e-07  1.01054475651768e-06  9.613020221041966e-07  8.073153652511559e-07  6.194839484576459e-07  3.009428337166652e-07  2.961786814822548e-07  4.0898560460910684e-07  6.837468139140336e-07  7.556230500921157e-07  4.78449345487027e-07  9.327763129408437e-07  1.467054898560344e-06  1.402974351145497e-06  1.463406361357362e-06  1.943223840102627e-06  1.9718707894107525e-06  1.923819680356372e-06  1.6013954339511213e-06  1.5474946176407557e-06  1.4169969397352866e-06  8.099097669792042e-07  4.0931434188533115e-07  3.8755484770143863e-07  2.590652953268923e-07  3.0136436761361947e-07  4.5897976239311867e-07  7.459960418355255e-07  1.052082076310018e-06  1.3693849542636346e-06  1.659783467825056e-06  1.920341050106476e-06  2.336020514096266e-06  2.505275462722021e-06  2.428796397191407e-06  1.703512971439514e-06  1.4569014213286926e-06  8.306531631577313e-07  6.135872031585327e-07  4.358036603003744e-07  4.993621612785979e-07  9.106210875003979e-07  1.1597361703397087e-06  6.450389773680745e-07  -1.8087836458168117e-07  -8.833993383151856e-07  -9.631752985028658e-07  -1.2851117593052916e-06  -1.8537634771167551e-06  -2.559924462798716e-06  -3.1598879128550347e-06  -3.7152930828155423e-06  -4.335674278500755e-06
 -17.0   -4.7331070275774755e-06  -4.935165116095828e-06  -4.925449735519719e-06  -5.2274146137731e-06  -4.977639653070676e-06  -4.254066269241408e-06  -4.2184114508474285e-06  -4.260516092553599e-06  -3.860987537307433e-06  -3.2391709288541923e-06  -2.7541809135295124e-06  -2.1852506886360865e-06  -1.4616474518890189e-06  -1.311910120018811e-06  -9.53198395123663e-07  -8.876277905127819e-07  -5.888318078271018e-07  -3.8240768957422145e-07  -2.883125408396258e-07  -3.9270762353049645e-07  -4.0649588796863353e-07  -3.7528358899220736e-07  -6.455376946939896e-07  -7.176019860868862e-07  -7.141583908061655e-07  -3.208501531549194e-07  5.841939020615608e-08  8.036366886040723e-07  1.493716426252542e-06  1.807190662558187e-06  2.3582332934121803e-06  2.6480893200933993e-06  2.8111045647807248e-06  2.8424253831978486e-06  2.6848404735482885e-06  2.0173938888075763e-06  1.878559461920446e-06  1.5782576895067607e-06  1.2297495566097335e-06  1.1034375378834225e-06  7.164767253342947e-07  4.378974409704859e-07  2.0842605146693317e-07  -4.0612818644014054e-07  -9.470304452499804e-07  -8.136880667011657e-07  -9.298285949218598e-07  -7.201351122239705e-07  -2.1813258159479678e-07  5.386004629912142e-07  4.89357728577731e-07  3.3537107172469025e-07  1.4753965493118027e-07  -1.7100145980980048e-07  -1.7576561204421092e-07  -6.29586889173588e-08  2.1180252038756783e-07  2.8367875656565003e-07  6.5050519605612686e-09  4.6083201941437804e-07  9.951106050338784e-07  9.310300576190313e-07  9.914620678308966e-07  1.4712795465761613e-06  1.4999264958842868e-06  1.4518753868299063e-06  1.1294511404246559e-06  1.07555032411429e-06  9.450526462088211e-07  3.3796547345273847e-07  -6.262995164113454e-08  -8.438944582502702e-08  -2.128789981995734e-07  -1.7057992591284627e-07  -1.2964531133347035e-08  2.740517483090598e-07  5.801377827835524e-07  8.97440660737169e-07  1.1878391742985907e-06  1.44839675658001e-06  1.8640762205698005e-06  2.0333311691955557e-06  1.956852103664941e-06  1.2315686779130483e-06  9.849571278022271e-07  3.5870886963126564e-07  1.41642909632067e-07  -3.61406332260913e-08  2.741786775213221e-08  4.386767939739323e-07  6.87791876813243e-07  1.730946838416087e-07  -6.528226581081468e-07  -1.3553436318416513e-06  -1.4351195920293314e-06  -1.7570560528317572e-06  -2.325707770643221e-06  -3.0318687563251818e-06  -3.6318322063815005e-06  -4.1872373763420086e-06  -4.807618572027221e-06
 -16.0   -4.604041218843645e-06  -4.806099307361999e-06  -4.796383926785889e-06  -5.098348805039271e-06  -4.848573844336845e-06  -4.1250004605075784e-06  -4.0893456421136e-06  -4.13145028381977e-06  -3.7319217285736034e-06  -3.1101051201203626e-06  -2.625115104795683e-06  -2.0561848799022576e-06  -1.3325816431551893e-06  -1.1828443112849813e-06  -8.241325863898337e-07  -7.585619817789524e-07  -4.5976599909327224e-07  -2.53341880840392e-07  -1.5924673210579638e-07  -2.63641814796667e-07  -2.7743007923480403e-07  -2.4621778025837796e-07  -5.164718859601603e-07  -5.885361773530567e-07  -5.850925820723361e-07  -1.9178434442108996e-07  1.8748519893998551e-07  9.327024973379016e-07  1.6227822349863712e-06  1.936256471292016e-06  2.4872991021460096e-06  2.7771551288272286e-06  2.9401703735145537e-06  2.9714911919316784e-06  2.813906282282118e-06  2.146459697541405e-06  2.007625270654276e-06  1.7073234982405898e-06  1.3588153653435629e-06  1.2325033466172519e-06  8.455425340681241e-07  5.669632497043153e-07  3.3749186020076265e-07  -2.7706237770631104e-07  -8.179646365161508e-07  -6.846222579673362e-07  -8.007627861880303e-07  -5.91069303490141e-07  -8.906677286096733e-08  6.676662717250436e-07  6.184235373115604e-07  4.644368804585197e-07  2.7660546366500974e-07  -4.193565107597103e-08  -4.669980331038147e-08  6.610711981647064e-08  3.4086832912139727e-07  4.127445652994794e-07  1.3557086069439071e-07  5.898978281482075e-07  1.1241764137677082e-06  1.0600958663528606e-06  1.120527876564726e-06  1.6003453553099908e-06  1.6289923046181164e-06  1.5809411955637356e-06  1.258516949158485e-06  1.2046161328481196e-06  1.0741184549426505e-06  4.6703128218656786e-07  6.64358570926949e-08  4.467636290880242e-08  -8.381318946574396e-08  -4.151411717901681e-08  1.1610127760048242e-07  4.0311755704288925e-07  7.092035915173818e-07  1.0265064694709985e-06  1.3169049830324198e-06  1.5774625653138392e-06  1.99314202930363e-06  2.162396977929385e-06  2.0859179123987704e-06  1.3606344866468777e-06  1.1140229365360565e-06  4.877746783650951e-07  2.7070871836589645e-07  9.292517550773814e-08  1.5648367648596168e-07  5.677426027077617e-07  8.168576855470724e-07  3.021604925754381e-07  -5.237568493743173e-07  -1.226277823107822e-06  -1.306053783295502e-06  -1.627990244097928e-06  -2.1966419619093914e-06  -2.9028029475913524e-06  -3.502766397647671e-06  -4.058171567608178e-06  -4.678552763293391e-06
 -15.0   -3.9479899797231e-06  -4.150048068241453e-06  -4.140332687665342e-06  -4.442297565918725e-06  -4.1925226052163e-06  -3.4689492213870323e-06  -3.433294402993054e-06  -3.475399044699224e-06  -3.075870489453058e-06  -2.4540538809998164e-06  -1.969063865675137e-06  -1.4001336407817115e-06  -6.765304040346434e-07  -5.267930721644355e-07  -1.6808134726928763e-07  -1.0251074265840641e-07  1.9628524002727373e-07  4.0270935828015396e-07  4.968045070147496e-07  3.9240942432387896e-07  3.78621159885742e-07  4.0983345886216806e-07  1.3957935316038579e-07  6.751506176748925e-08  7.095865704820993e-08  4.6426689469945596e-07  8.435364380605315e-07  1.5887537364584477e-06  2.2788334741069173e-06  2.592307710412562e-06  3.1433503412665554e-06  3.4332063679477743e-06  3.5962216126351e-06  3.627542431052224e-06  3.4699575214026636e-06  2.8025109366619513e-06  2.6636765097748215e-06  2.3633747373611357e-06  2.0148666044641088e-06  1.888554585737798e-06  1.5015937731886701e-06  1.2230144888248612e-06  9.935430993213087e-07  3.78988861414235e-07  -1.6191339739560482e-07  -2.857101884679011e-08  -1.4471154706748434e-07  6.498193563040494e-08  5.669844662595787e-07  1.3237175108455897e-06  1.2744747764321067e-06  1.1204881195790657e-06  9.326567027855559e-07  6.14115588044575e-07  6.093514358101646e-07  7.221583589370166e-07  9.969195682419433e-07  1.0687958044200255e-06  7.916220998149366e-07  1.2459490672687536e-06  1.7802276528882539e-06  1.7161471054734068e-06  1.7765791156852721e-06  2.2563965944305365e-06  2.285043543738662e-06  2.2369924346842817e-06  1.9145681882790314e-06  1.8606673719686653e-06  1.7301696940631966e-06  1.123082521307114e-06  7.224870962132409e-07  7.007276020293485e-07  5.72238049654802e-07  6.145371219415292e-07  7.721525167210284e-07  1.0591687961634355e-06  1.365254830637928e-06  1.6825577085915446e-06  1.972956222152966e-06  2.233513804434385e-06  2.6491932684241756e-06  2.8184482170499308e-06  2.7419691515193165e-06  2.0166857257674236e-06  1.7700741756566026e-06  1.143825917485641e-06  9.267599574864424e-07  7.489764146282842e-07  8.125349156065075e-07  1.2237938418283078e-06  1.4729089246676183e-06  9.582117316959842e-07  1.322943897462286e-07  -5.702265839872757e-07  -6.50002544174956e-07  -9.719390049773818e-07  -1.5405907227888453e-06  -2.2467517084708067e-06  -2.8467151585271255e-06  -3.4021203284876327e-06  -4.022501524172845e-06
 -14.0   -3.6185940908885777e-06  -3.820652179406931e-06  -3.8109367988308212e-06  -4.112901677084204e-06  -3.8631267163817775e-06  -3.1395533325525104e-06  -3.1038985141585315e-06  -3.146003155864702e-06  -2.746474600618536e-06  -2.1246579921652945e-06  -1.639667976840615e-06  -1.0707377519471895e-06  -3.4713451520012147e-07  -1.973971833299136e-07  1.6131454156523426e-07  2.268851461761155e-07  5.256811288617956e-07  7.321052471146758e-07  8.262003958492716e-07  7.218053131584009e-07  7.080170487202639e-07  7.3922934769669e-07  4.689752419949077e-07  3.969109506020111e-07  4.003545458827318e-07  7.936627835339778e-07  1.1729323268950535e-06  1.9181496252929694e-06  2.6082293629414397e-06  2.921703599247084e-06  3.4727462301010777e-06  3.762602256782297e-06  3.925617501469621e-06  3.956938319886746e-06  3.7993534102371864e-06  3.1319068254964732e-06  2.993072398609344e-06  2.6927706261956577e-06  2.3442624932986307e-06  2.2179504745723197e-06  1.830989662023192e-06  1.5524103776593834e-06  1.3229389881558306e-06  7.083847502487569e-07  1.6748249143891707e-07  3.008248699877318e-07  1.8468434176703757e-07  3.9437782446492687e-07  8.963803550941007e-07  1.6531133996801117e-06  1.6038706652666284e-06  1.4498840084135876e-06  1.2620525916200777e-06  9.435114768790969e-07  9.387473246446865e-07  1.0515542477715386e-06  1.3263154570764652e-06  1.3981916932545474e-06  1.1210179886494585e-06  1.5753449561032753e-06  2.1096235417227756e-06  2.0455429943079287e-06  2.105975004519794e-06  2.585792483265059e-06  2.6144394325731845e-06  2.5663883235188037e-06  2.2439640771135533e-06  2.1900632608031877e-06  2.0595655828977186e-06  1.4524784101416359e-06  1.051882985047763e-06  1.0301234908638704e-06  9.01633938489324e-07  9.439330107760511e-07  1.1015484055555504e-06  1.3885646849979572e-06  1.69465071947245e-06  2.0119535974260666e-06  2.302352110987488e-06  2.562909693268907e-06  2.978589157258698e-06  3.147844105884453e-06  3.0713650403538384e-06  2.346081614601946e-06  2.0994700644911243e-06  1.473221806320163e-06  1.2561558463209644e-06  1.078372303462806e-06  1.1419308044410295e-06  1.5531897306628296e-06  1.8023048135021405e-06  1.2876076205305061e-06  4.6169027858075057e-07  -2.408306951527539e-07  -3.206066553404341e-07  -6.425431161428598e-07  -1.2111948339543236e-06  -1.9173558196362848e-06  -2.517319269692603e-06  -3.0727244396531107e-06  -3.6931056353383232e-06
 -13.0   -3.4864110623486895e-06  -3.6884691508670424e-06  -3.6787537702909326e-06  -3.980718648544315e-06  -3.7309436878418892e-06  -3.0073703040126217e-06  -2.9717154856186437e-06  -3.0138201273248135e-06  -2.6142915720786475e-06  -1.9924749636254063e-06  -1.5074849483007266e-06  -9.385547234073011e-07  -2.149514866602331e-07  -6.52141547900252e-08  2.9349757010512267e-07  3.590681747160038e-07  6.57864157401684e-07  8.642882756545643e-07  9.5838342438916e-07  8.539883416982893e-07  8.402000772601523e-07  8.714123762365783e-07  6.01158270534796e-07  5.290939791418996e-07  5.325375744226202e-07  9.258458120738664e-07  1.305115355434942e-06  2.0503326538328577e-06  2.740412391481328e-06  3.0538866277869728e-06  3.604929258640966e-06  3.894785285322186e-06  4.05780053000951e-06  4.089121348426635e-06  3.931536438777075e-06  3.264089854036362e-06  3.1252554271492317e-06  2.8249536547355463e-06  2.4764455218385194e-06  2.350133503112208e-06  1.9631726905630808e-06  1.6845934061992716e-06  1.455122016695719e-06  8.405677787886452e-07  2.9966551997880547e-07  4.3300789852762014e-07  3.16867370306926e-07  5.265608530048152e-07  1.028563383633989e-06  1.78529642822e-06  1.7360536938065166e-06  1.582067036953476e-06  1.394235620159966e-06  1.0756945054189853e-06  1.070930353184575e-06  1.183737276311427e-06  1.4584984856163537e-06  1.5303747217944357e-06  1.253201017189347e-06  1.7075279846431638e-06  2.2418065702626647e-06  2.177726022847817e-06  2.238158033059682e-06  2.717975511804947e-06  2.7466224611130727e-06  2.698571352058692e-06  2.376147105653442e-06  2.322246289343076e-06  2.191748611437607e-06  1.5846614386815241e-06  1.1840660135876512e-06  1.1623065194037587e-06  1.0338169670292125e-06  1.0761160393159393e-06  1.2337314340954388e-06  1.5207477135378455e-06  1.8268337480123381e-06  2.144136625965955e-06  2.434535139527376e-06  2.6950927218087953e-06  3.110772185798586e-06  3.2800271344243414e-06  3.203548068893727e-06  2.478264643141834e-06  2.231653093031013e-06  1.6054048348600513e-06  1.388338874860853e-06  1.2105553320026945e-06  1.274113832980918e-06  1.685372759202718e-06  1.934487842042029e-06  1.4197906490703942e-06  5.938733071206389e-07  -1.0864766661286553e-07  -1.884236268005457e-07  -5.103600876029715e-07  -1.0790118054144351e-06  -1.7851727910963961e-06  -2.385136241152715e-06  -2.940541411113222e-06  -3.5609226067984346e-06
 -12.0   -3.550151325625503e-06  -3.752209414143856e-06  -3.742494033567746e-06  -4.0444589118211295e-06  -3.7946839511187034e-06  -3.071110567289436e-06  -3.0354557488954574e-06  -3.077560390601628e-06  -2.6780318353554616e-06  -2.0562152269022204e-06  -1.5712252115775407e-06  -1.0022949866841152e-06  -2.786917499370472e-07  -1.2895441806683928e-07  2.2975730682830858e-07  2.953279114391898e-07  5.941238941248698e-07  8.005480123777502e-07  8.946431611123458e-07  7.902480784214751e-07  7.764598139833381e-07  8.076721129597642e-07  5.37418007257982e-07  4.653537158650855e-07  4.6879731114580614e-07  8.621055487970523e-07  1.2413750921581279e-06  1.986592390556044e-06  2.676672128204514e-06  2.9901463645101582e-06  3.5411889953641522e-06  3.831045022045371e-06  3.994060266732697e-06  4.025381085149821e-06  3.86779617550026e-06  3.2003495907595473e-06  3.061515163872418e-06  2.761213391458732e-06  2.412705258561705e-06  2.286393239835394e-06  1.8994324272862662e-06  1.6208531429224575e-06  1.391381753418905e-06  7.768275155118311e-07  2.359252567019914e-07  3.692676352508061e-07  2.5312710703011184e-07  4.6282058972800113e-07  9.64823120357175e-07  1.7215561649431858e-06  1.6723134305297025e-06  1.5183267736766618e-06  1.3304953568831518e-06  1.0119542421421711e-06  1.0071900899077608e-06  1.1199970130346129e-06  1.3947582223395395e-06  1.4666344585176218e-06  1.1894607539125328e-06  1.6437877213663497e-06  2.1780663069858497e-06  2.113985759571003e-06  2.1744177697828684e-06  2.654235248528133e-06  2.6828821978362586e-06  2.6348310887818778e-06  2.3124068423766274e-06  2.258506026066262e-06  2.1280083481607927e-06  1.5209211754047102e-06  1.120325750310837e-06  1.0985662561269448e-06  9.700767037523983e-07  1.0123757760391251e-06  1.1699911708186247e-06  1.4570074502610313e-06  1.7630934847355242e-06  2.0803963626891407e-06  2.3707948762505624e-06  2.6313524585319816e-06  3.047031922521772e-06  3.2162868711475272e-06  3.1398078056169126e-06  2.41452437986502e-06  2.167912829754199e-06  1.5416645715832371e-06  1.3245986115840389e-06  1.1468150687258803e-06  1.2103735697041038e-06  1.6216324959259039e-06  1.8707475787652144e-06  1.3560503857935804e-06  5.301330438438248e-07  -1.723879298896796e-07  -2.5216389007735976e-07  -5.741003508797856e-07  -1.1427520686912493e-06  -1.8489130543732103e-06  -2.448876504429529e-06  -3.0042816743900366e-06  -3.6246628700752483e-06
